case,tick,time_s,python_duty_cmd,c_duty_cmd,error_duty_cmd,python_vref_cmd_v,c_vref_cmd_v,error_vref_cmd_v,python_integrator,c_integrator,error_integrator,python_state,c_state,python_latched_fault,c_latched_fault,python_pwm_enable,c_pwm_enable
steady_12v,280,0.0014000000000000002,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,300,0.0015000000000000002,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,320,0.0016000000000000003,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,340,0.0017000000000000003,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,360,0.0018000000000000004,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,380,0.0019000000000000002,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,400,0.0020000000000000005,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,420,0.0021000000000000003,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,440,0.0022000000000000006,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,460,0.0023000000000000004,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,480,0.0024000000000000002,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,500,0.0025000000000000005,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,520,0.0026000000000000003,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,540,0.0027000000000000006,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,560,0.0028000000000000004,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,580,0.0029000000000000007,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,600,0.0030000000000000005,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
steady_12v,620,0.0031000000000000003,0.5041666666666667,0.504166663,3.6666666369811196e-09,12.0,12.0,0.0,0.004166666666666652,0.00416666688,2.1333334838252727e-10,2,2,0,0,True,True
