time_s,vout_v,inductor_current_a,mosfet_vds_v
2.1799999999999998e-05,1.2418024730587507,11.854856656830961,24.0
2.2e-05,1.264456551092111,11.843464538794935,24.0
2.2199999999999998e-05,1.2870687780831889,11.831866664541645,24.0
2.24e-05,1.3096387779338057,11.82006341624547,24.0
2.26e-05,1.3321661756265117,11.808055179494948,24.0
2.28e-05,1.3546505972305036,11.795842343282942,24.0
2.3e-05,1.3770916699075135,11.78342529999671,24.0
2.3199999999999998e-05,1.3994890219176745,11.770804445407968,24.0
2.34e-05,1.4218422826253645,11.757980178662871,24.0
2.3599999999999998e-05,1.444151082505019,11.744952902271947,24.0
2.38e-05,1.4664286885623503,11.78626846631502,0.0
2.4e-05,1.4889746172067628,11.991016929098466,0.0
2.42e-05,1.5119108856635852,12.19555865406269,0.0
2.44e-05,1.5352367519364183,12.39989009603176,0.0
2.4599999999999998e-05,1.5589514675662988,12.604007716604539,0.0
2.48e-05,1.5830542776506886,12.807907984213378,0.0
2.4999999999999998e-05,1.6075444208625589,13.011587374182582,0.0
2.52e-05,1.6324211294695798,13.215042368786758,0.0
2.5399999999999997e-05,1.6576836293534085,13.418269457308924,0.0
2.56e-05,1.6833311400290787,13.621265136098502,0.0
2.58e-05,1.709362874664486,13.824025908629094,0.0
2.6e-05,1.735778040099977,14.026548285556087,0.0
2.62e-05,1.762575836868036,14.22882878477412,0.0
2.6399999999999998e-05,1.7896327576091025,14.267227846720253,24.0
2.66e-05,1.8166482410839706,14.250835618470601,24.0
2.6799999999999998e-05,1.8436082048743831,14.23419804694215,24.0
2.7e-05,1.8705122052512402,14.217315638877306,24.0
2.7199999999999997e-05,1.8973597998721519,14.20018890504607,24.0
2.74e-05,1.9241505477883254,14.182818360233421,24.0
2.76e-05,1.9508840094514153,14.165204523226587,24.0
2.7799999999999998e-05,1.9775597467203465,14.147347916802307,24.0
2.8e-05,2.004177322868107,14.129249067713998,24.0
2.8199999999999998e-05,2.0307363025885015,14.110908506678872,24.0
2.84e-05,2.0572362520028884,14.092326768364979,24.0
2.8599999999999997e-05,2.083676738666865,14.07350439137821,24.0
2.88e-05,2.1100709669923665,14.108987362464187,0.0
2.9e-05,2.136718391120945,14.307865877162874,0.0
2.9199999999999998e-05,2.1637409663368627,14.506500436712615,0.0
2.94e-05,2.1911378890302937,14.704887634297107,0.0
2.9599999999999998e-05,2.218908349457333,14.903024070433467,0.0
2.98e-05,2.247051531759828,15.100906353027948,0.0
2.9999999999999997e-05,2.2755666139852933,15.298531097431393,0.0
3.02e-05,2.3044527681069322,15.495894926494584,0.0
3.04e-05,2.333709160043741,15.692994470623342,0.0
3.06e-05,2.3633349496807092,15.889826367833484,0.0
3.0799999999999996e-05,2.3933292908891177,16.08638726380559,0.0
3.1e-05,2.423691331546927,16.282673811939592,0.0
3.12e-05,2.45442021355925,16.478682673409125,0.0
3.14e-05,2.485392371274966,16.51077443246182,24.0
3.1599999999999996e-05,2.5163071854998913,16.48803938051248,24.0
3.18e-05,2.5471505161981534,16.465023609342374,24.0
3.2e-05,2.577921862361156,16.441727771080366,24.0
3.22e-05,2.6086207247059043,16.418152522402096,24.0
3.24e-05,2.6392466056826343,16.394298524514273,24.0
3.26e-05,2.66979900948241,16.370166443138874,24.0
3.28e-05,2.7002774420446904,16.345756948497307,24.0
3.2999999999999996e-05,2.7306814110648507,16.32107071529443,24.0
3.32e-05,2.761010426001665,16.296108422702613,24.0
3.34e-05,2.7912639980847485,16.27087075434565,24.0
3.36e-05,2.8214416403219773,16.245358398282608,24.0
3.38e-05,2.851556502922273,16.27411749120654,0.0
3.4e-05,2.8819079861695833,16.46623837909625,0.0
3.42e-05,2.912617991836675,16.658081714116747,0.0
3.4399999999999996e-05,2.943685663149011,16.84964424086334,0.0
3.46e-05,2.9751101375454425,17.040922711746536,0.0
3.48e-05,3.006890546698704,17.23191388704449,0.0
3.5e-05,3.0390260165360004,17.422614534955418,0.0
3.52e-05,3.0715156672596784,17.61302143164967,0.0
3.54e-05,3.1043586133679804,17.803131361321686,0.0
3.56e-05,3.137553963675895,17.9929411162418,0.0
3.5799999999999996e-05,3.171100821336086,18.182447496807757,0.0
3.6e-05,3.2049982838599065,18.37164731159614,0.0
3.62e-05,3.2392454431385,18.56053737741351,0.0
3.64e-05,3.273718683860027,18.585478434593576,24.0
3.6599999999999995e-05,3.3081173375234423,18.555560931086845,24.0
3.68e-05,3.3424272151404746,18.525331115657135,24.0
3.7e-05,3.3766477671051818,18.494789797859205,24.0
3.7199999999999996e-05,3.410778445892865,18.46393779223476,24.0
3.74e-05,3.444818706068279,18.43277591829352,24.0
3.76e-05,3.4787680042938045,18.401305000494183,24.0
3.78e-05,3.5126257993375796,18.369525868225306,24.0
3.7999999999999995e-05,3.546391552081578,18.33743935578614,24.0
3.82e-05,3.5800647255296507,18.305046302367366,24.0
3.84e-05,3.613644784815511,18.272347552031764,24.0
3.8599999999999996e-05,3.647131197210688,18.239343953694842,24.0
3.88e-05,3.680537067547852,18.260581805320154,0.0
3.9e-05,3.714161751095314,18.445151614568086,0.0
3.92e-05,3.7481271049713376,18.629414195692625,0.0
3.9399999999999995e-05,3.782432228108526,18.81336645578242,0.0
3.96e-05,3.8170762140150196,18.997005310142324,0.0
3.98e-05,3.8520581507954867,19.180327682342593,0.0
3.9999999999999996e-05,3.8873771211722015,19.363330504267935,0.0
4.02e-05,3.923032202506196,19.54601071616633,0.0
4.04e-05,3.9590224668184915,19.728365266697654,0.0
4.06e-05,3.9953469808114184,19.91039111298218,0.0
4.0799999999999996e-05,4.032004805890004,20.092085220648773,0.0
4.1e-05,4.068994998183444,20.273444563883,0.0
4.12e-05,4.106316608566649,20.454466125474948,0.0
4.14e-05,4.143845981077914,20.47151081211313,24.0
4.1599999999999995e-05,4.1812824069331285,20.4336692384705,24.0
4.18e-05,4.218611657228182,20.39548782039811,24.0
4.2e-05,4.255833142808939,20.356967534899066,24.0
4.2199999999999996e-05,4.292946276970565,20.318109364321288,24.0
4.24e-05,4.3299504754661475,20.278914296335202,24.0
4.26e-05,4.366845156515257,20.23938332391138,24.0
4.28e-05,4.403629740812479,20.199517445298056,24.0
4.2999999999999995e-05,4.44030365153587,20.159317663998596,24.0
4.32e-05,4.476866314355383,20.118784988748878,24.0
4.34e-05,4.513317157441216,20.07792043349461,24.0
4.3599999999999996e-05,4.549655611472136,20.036725017368553,24.0
4.38e-05,4.585894745059151,20.049745208882406,0.0
4.4e-05,4.622333877620368,20.226071686572574,0.0
4.42e-05,4.6590948307956435,20.402065435892993,0.0
4.4399999999999995e-05,4.6961766684113035,20.577723535453224,0.0
4.46e-05,4.733578449241676,20.753043072396476,0.0
4.48e-05,4.771299227030389,20.92802114244542,0.0
4.4999999999999996e-05,4.809338050511777,21.102654849947857,0.0
4.52e-05,4.847693963432336,21.276941307922158,0.0
4.54e-05,4.886366004572248,21.45087763810247,0.0
4.56e-05,4.925353207767001,21.624460970983815,0.0
4.5799999999999995e-05,4.964654601929061,21.79768844586691,0.0
4.6e-05,5.00426921106962,21.970557210902857,0.0
4.62e-05,5.044196054320415,22.143064423137552,0.0
4.6399999999999996e-05,5.084311444351667,22.151571163802263,24.0
4.66e-05,5.12431464138654,22.105168222395932,24.0
4.68e-05,5.1641913859037984,22.058402189875874,24.0
4.7e-05,5.203941058508039,22.011274218628007,24.0
4.7199999999999995e-05,5.243563042629239,21.963785466656272,24.0
4.74e-05,5.283056724531607,21.915937097556917,24.0
4.76e-05,5.322421493322374,21.86773028049269,24.0
4.7799999999999996e-05,5.361656740960536,21.81916619016696,24.0
4.8e-05,5.400761862265523,21.77024600679774,24.0
4.82e-05,5.439736254925812,21.72097091609165,24.0
4.84e-05,5.478579319507494,21.671342109217804,24.0
4.8599999999999995e-05,5.517290459462763,21.621360782781586,24.0
4.88e-05,5.555882716553783,21.625573583013058,0.0
4.9e-05,5.594655383727708,21.79307136640957,0.0
4.9199999999999997e-05,5.633730256531507,21.96021529662471,0.0
4.9399999999999995e-05,5.67310637307684,22.127002630703245,0.0
4.96e-05,5.712782766801743,22.293430634455635,0.0
4.98e-05,5.752758466492071,22.459496582500428,0.0
4.9999999999999996e-05,5.793032496303047,22.62519775830646,0.0
5.02e-05,5.833603875780837,22.79053145423486,0.0
5.04e-05,5.874471619884216,22.955494971580816,0.0
5.06e-05,5.915634739006286,23.120085620615235,0.0
5.0799999999999995e-05,5.9570922389962755,23.2843007206261,0.0
5.1e-05,5.99884312118138,23.44813759995971,0.0
5.12e-05,6.040886382388685,23.61159359606168,0.0
5.1399999999999996e-05,6.083098313363181,23.61102997076409,24.0
5.16e-05,6.125178152782325,23.555537694364084,24.0
5.18e-05,6.167111619958756,23.499663538811536,24.0
5.2e-05,6.208898074710602,23.443408837675538,24.0
5.2199999999999995e-05,6.25053688006109,23.38677493033046,24.0
5.24e-05,6.292027402247453,23.329763161926763,24.0
5.26e-05,6.333369010729765,23.272374883361756,24.0
5.2799999999999996e-05,6.374561078199725,23.214611451250228,24.0
5.3e-05,6.415602980589364,23.15647422789506,24.0
5.32e-05,6.456494097079679,23.09796458125772,24.0
5.34e-05,6.497233810109221,23.039083884928676,24.0
5.3599999999999995e-05,6.5378215053826025,22.979833518097752,24.0
5.38e-05,6.578270207294362,22.974760309738976,0.0
5.4e-05,6.618879191803988,23.132955299250067,0.0
5.4199999999999996e-05,6.659770237850741,23.29077983333744,0.0
5.4399999999999994e-05,6.700942367318502,23.448231352248033,0.0
5.46e-05,6.742394597797448,23.60530730514028,0.0
5.48e-05,6.784125942605465,23.76200515012302,0.0
5.4999999999999995e-05,6.826135410809651,23.918322354294304,0.0
5.52e-05,6.868422007247863,24.074256393779898,0.0
5.54e-05,6.910984732550324,24.229804753771607,0.0
5.5599999999999996e-05,6.953822583161295,24.384964928565502,0.0
5.5799999999999994e-05,6.996934551360794,24.539734421599803,0.0
5.6e-05,7.040319625286386,24.694110745492694,0.0
5.62e-05,7.083976788955022,24.848091422079815,0.0
5.6399999999999995e-05,7.12778232068097,24.83803789769813,24.0
5.66e-05,7.17143544709028,24.773041327260685,24.0
5.68e-05,7.214921875823418,24.707648667441326,24.0
5.6999999999999996e-05,7.2582409554054585,24.641861436637445,24.0
5.7199999999999994e-05,7.301392037945584,24.57568115915263,24.0
5.74e-05,7.344374479145878,24.50910936516407,24.0
5.76e-05,7.3871876383100314,24.442147590689846,24.0
5.7799999999999995e-05,7.429830878352007,24.374797377556142,24.0
5.8e-05,7.47230356580459,24.307060273364392,24.0
5.82e-05,7.514605070827895,24.23893783145834,24.0
5.8399999999999997e-05,7.556734767217796,24.170431610891022,24.0
5.8599999999999995e-05,7.598692032414269,24.1015431763917,24.0
5.88e-05,7.640489882925105,24.086819542547147,0.0
5.9e-05,7.682427587200758,24.23535193443806,0.0
5.9199999999999996e-05,7.724626917048977,24.38350188452015,0.0
5.94e-05,7.767086887599493,24.531267018852834,0.0
5.96e-05,7.809806510065476,24.678644972466696,0.0
5.98e-05,7.852784791764772,24.825633389399027,0.0
5.9999999999999995e-05,7.896020736141192,24.97222992272913,0.0
6.02e-05,7.939513342785844,25.11843223461344,0.0
6.04e-05,7.983261607458527,25.264237996320432,0.0
6.0599999999999996e-05,8.027264522109174,25.409644888265387,0.0
6.08e-05,8.071521074899351,25.55465060004492,0.0
6.1e-05,8.116030250223789,25.699252830471284,0.0
6.12e-05,8.160791028731989,25.843449287606575,0.0
6.14e-05,8.205679685745908,25.823601604044093,24.0
6.159999999999999e-05,8.250395445274156,25.7488011209757,24.0
6.18e-05,8.294924012714374,25.67359498137917,24.0
6.2e-05,8.339264734723137,25.59798488997351,24.0
6.22e-05,8.383416961915193,25.52197255739921,24.0
6.24e-05,8.427380048871974,25.445559700182233,24.0
6.26e-05,8.471153354150003,25.368748040697934,24.0
6.28e-05,8.514736240289247,25.291539307134876,24.0
6.3e-05,8.558128073821397,25.213935233458553,24.0
6.319999999999999e-05,8.601328225278039,25.135937559375115,24.0
6.34e-05,8.644336069198774,25.057548030294917,24.0
6.36e-05,8.687150984139237,24.978768397296086,24.0
6.379999999999999e-05,8.729785988094475,24.954145861302358,0.0
6.4e-05,8.77254035137348,25.092771833716423,0.0
6.42e-05,8.815535848013443,25.23100803329715,0.0
6.44e-05,8.858771495744115,25.36885227238524,0.0
6.46e-05,8.902246308748909,25.506302372267278,0.0
6.48e-05,8.945959297685764,25.643356163207844,0.0
6.5e-05,8.989909469708063,25.78001148448147,0.0
6.52e-05,9.034095828485608,25.91626618440445,0.0
6.539999999999999e-05,9.078517374225614,26.052118120366345,0.0
6.56e-05,9.12317310369378,26.18756515886143,0.0
6.58e-05,9.16806201023537,26.32260517551984,0.0
6.599999999999999e-05,9.213183083796366,26.45723605513857,0.0
6.62e-05,9.258535310944668,26.59145569171233,0.0
6.64e-05,9.303994973287343,26.561625903711708,24.0
6.659999999999999e-05,9.349261301484423,26.47683821814655,24.0
6.68e-05,9.39432000795085,26.391639963751008,24.0
6.7e-05,9.439170446725946,26.306033030934817,24.0
6.72e-05,9.483811976172218,26.220019315960453,24.0
6.74e-05,9.52824395898342,26.133600720903743,24.0
6.76e-05,9.57246576219251,26.046779153614523,24.0
6.78e-05,9.616476757179544,25.959556527677115,24.0
6.8e-05,9.660276319679499,25.871934762370756,24.0
6.819999999999999e-05,9.703863829789961,25.783915782630025,24.0
6.84e-05,9.747238671978783,25.695501519005088,24.0
6.86e-05,9.790400235091617,25.606693907621988,24.0
6.879999999999999e-05,9.8333615477748,25.572040334357116,0.0
6.9e-05,9.876421891349388,25.70063239546758,0.0
6.92e-05,9.919703051224928,25.82883199446468,0.0
6.939999999999999e-05,9.963204056863294,25.956637128336606,0.0
6.96e-05,10.006923934539287,26.08404580290915,0.0
6.98e-05,10.050861707360973,26.21105603287453,0.0
7e-05,10.095016395290079,26.33766584182012,0.0
7.02e-05,10.139387015162438,26.463873262256985,0.0
7.04e-05,10.183972580708446,26.58967633564815,0.0
7.06e-05,10.228772102573572,26.715073112436762,0.0
7.08e-05,10.273784588338932,26.840061652074077,0.0
7.099999999999999e-05,10.319009042541843,26.96464002304715,0.0
7.12e-05,10.364444466696481,27.08880630290649,0.0
7.14e-05,10.409967157710563,27.048922493541152,24.0
7.159999999999999e-05,10.45527636189857,26.954080305238293,24.0
7.18e-05,10.500357807683109,26.858827249865907,24.0
7.2e-05,10.545210865463808,26.763165400820295,24.0
7.219999999999999e-05,10.589834910315519,26.66709683720016,24.0
7.24e-05,10.634229321995784,26.57062364376404,24.0
7.26e-05,10.678393484952192,26.473747910887745,24.0
7.28e-05,10.722326788329669,26.376471734521683,24.0
7.3e-05,10.766028625977679,26.278797216148075,24.0
7.319999999999999e-05,10.809498396457299,26.180726462738225,24.0
7.34e-05,10.852735503048239,26.082261586709595,24.0
7.36e-05,10.895739353755753,25.983404705882922,24.0
7.379999999999999e-05,10.938522996732878,25.93870338765346,0.0
7.4e-05,10.981385733153843,26.057249409618482,0.0
7.42e-05,11.024449368627165,26.17540485644719,0.0
7.439999999999999e-05,11.067712953158845,26.293167906100546,0.0
7.46e-05,11.111175533912308,26.410536745188796,0.0
7.48e-05,11.154836155228073,26.527509568997132,0.0
7.5e-05,11.198693858643473,26.644084581511336,0.0
7.52e-05,11.242747682912421,26.760259995443167,0.0
7.54e-05,11.286996664025192,26.876034032255546,0.0
7.56e-05,11.331439835228236,26.99140492218761,0.0
7.58e-05,11.376076227044054,27.10637090427957,0.0
7.599999999999999e-05,11.420904867291068,27.220930226397346,0.0
7.62e-05,11.465924781103551,27.33508114525714,0.0
7.64e-05,11.511012289347619,27.285185841697547,24.0
7.659999999999999e-05,11.555866662633717,27.180336204735514,24.0
7.68e-05,11.600473654017271,27.07507992474684,24.0
7.7e-05,11.64483265886685,26.969419253410045,24.0
7.719999999999999e-05,11.688943077561637,26.86335644787751,24.0
7.74e-05,11.732804315498152,26.756893770729913,24.0
7.76e-05,11.776415783096871,26.650033489930593,24.0
7.78e-05,11.819776895808763,26.54277787877984,24.0
7.8e-05,11.862887074121732,26.435129215869125,24.0
7.819999999999999e-05,11.905745743566927,26.327089785035316,24.0
7.84e-05,11.948352334725016,26.218661875314748,24.0
7.86e-05,11.990706283232297,26.109847780897336,24.0
7.879999999999999e-05,12.032820665202184,26.055195245294758,0.0
7.9e-05,12.074994810097818,26.16379622196527,0.0
7.92e-05,12.117350552144387,26.272012971180146,0.0
7.939999999999999e-05,12.159886970291515,26.37984384624087,0.0
7.96e-05,12.202603140972414,26.48728720883358,0.0
7.98e-05,12.24549813812275,26.594341429051823,0.0
7.999999999999999e-05,12.28857103319955,26.7010048854192,0.0
8.02e-05,12.331820895200154,26.807275964911813,0.0
8.04e-05,12.37524679068118,26.91315306298053,0.0
8.06e-05,12.418847783777517,27.018634583573082,0.0
8.08e-05,12.462622936221361,27.12371893915601,0.0
8.099999999999999e-05,12.506571307361254,27.228404550736403,0.0
8.12e-05,12.55069195418118,27.332689847883508,0.0
8.14e-05,12.594861229715702,27.272937183996905,24.0
8.159999999999999e-05,12.638778437061607,27.158238620363914,24.0
8.18e-05,12.6824293620777,27.043142019330652,24.0
8.2e-05,12.725813433252103,26.927649804247398,24.0
8.219999999999999e-05,12.76893008439886,26.811764403635785,24.0
8.24e-05,12.811778754663798,26.695488251140333,24.0
8.26e-05,12.854358888530259,26.578823785480004,24.0
8.28e-05,12.896669935824765,26.461773450399633,24.0
8.3e-05,12.93871135172257,26.3443396946213,24.0
8.319999999999999e-05,12.980482596753088,26.22652497179573,24.0
8.34e-05,13.021983136805257,26.10833174045354,24.0
8.36e-05,13.06321244313277,25.989762463956552,24.0
8.379999999999999e-05,13.10418362777464,25.92536505466303,0.0
8.4e-05,13.1451960564269,26.024231634550127,0.0
8.42e-05,13.186371599854029,26.122724632076938,0.0
8.439999999999999e-05,13.227709373850402,26.220842568399313,0.0
8.46e-05,13.269208491998524,26.318583972721402,0.0
8.48e-05,13.310868065686957,26.41594738231567,0.0
8.499999999999999e-05,13.352687204128319,26.512931342542778,0.0
8.52e-05,13.39466501437728,26.60953440687128,0.0
8.54e-05,13.436800601348574,26.705755136897153,0.0
8.56e-05,13.479093067835068,26.801592102363163,0.0
8.58e-05,13.521541514525829,26.897043881178107,0.0
8.599999999999999e-05,13.564145040024215,26.992109059435794,0.0
8.62e-05,13.606902740866005,27.08678623143399,0.0
8.64e-05,13.649691009933566,27.017437914939983,24.0
8.659999999999999e-05,13.692209190466533,26.89315633524493,24.0
8.68e-05,13.734443108760631,26.768489518332792,24.0
8.7e-05,13.776392234033983,26.643440050822637,24.0
8.719999999999999e-05,13.818056041122741,26.518010524133302,24.0
8.74e-05,13.859434010485952,26.39220353443226,24.0
8.76e-05,13.9005256282103,26.266021682584537,24.0
8.779999999999999e-05,13.941330386014775,26.139467574101488,24.0
8.8e-05,13.981847781255214,26.012543819089572,24.0
8.82e-05,14.022077316928733,25.885253032199127,24.0
8.84e-05,14.06201850167807,25.75759783257303,24.0
8.86e-05,14.101670849795811,25.629580843795345,24.0
8.879999999999999e-05,14.141047516643932,25.555750138054,0.0
8.9e-05,14.18044791152447,25.645197996760885,0.0
8.92e-05,14.219993949089911,25.734287007411897,0.0
8.939999999999999e-05,14.259684789303643,25.82301584979951,0.0
8.96e-05,14.299519590197121,25.911383211361695,0.0
8.98e-05,14.339497507886762,25.99938778719939,0.0
8.999999999999999e-05,14.379617696590897,26.087028280093826,0.0
9.02e-05,14.419879308646724,26.17430340052375,0.0
9.04e-05,14.460281494527264,26.261211866682412,0.0
9.059999999999999e-05,14.500823402858362,26.34775240449443,0.0
9.08e-05,14.541504180435714,26.43392374763254,0.0
9.099999999999999e-05,14.582322972241865,26.519724637534118,0.0
9.12e-05,14.623278921463294,26.605153823417616,0.0
9.14e-05,14.664248467903493,26.52657397754576,24.0
9.159999999999999e-05,14.704931001992573,26.39307747927714,24.0
9.18e-05,14.745312397484996,26.259212508233144,24.0
9.2e-05,14.785392171324812,26.124981804237553,24.0
9.219999999999999e-05,14.825169846340193,25.99038811147882,24.0
9.24e-05,14.864644951247197,25.855434178456534,24.0
9.26e-05,14.903817020653424,25.720122757927943,24.0
9.279999999999999e-05,14.94268559506158,25.584456606854335,24.0
9.3e-05,14.981250220872912,25.448438486347406,24.0
9.32e-05,15.019510450390525,25.31207116161569,24.0
9.34e-05,15.05746584182262,25.175357401910855,24.0
9.36e-05,15.095115959285602,25.038299980473965,24.0
9.379999999999999e-05,15.13247400822249,24.955447118695773,0.0
9.4e-05,15.169839448272482,25.03589124673475,0.0
9.42e-05,15.207334244680212,25.115995100374416,0.0
9.439999999999999e-05,15.244957608255046,25.195757507233825,0.0
9.46e-05,15.282708748127144,25.27517730211416,0.0
9.48e-05,15.320586871763197,25.354253327013883,0.0
9.499999999999999e-05,15.358591184982243,25.432984431143804,0.0
9.52e-05,15.39672089197147,25.51136947094201,0.0
9.54e-05,15.434975195302025,25.58940731008859,0.0
9.559999999999999e-05,15.47335329594486,25.66709681952026,0.0
9.58e-05,15.511854393286598,25.744436877444887,0.0
9.6e-05,15.550477685145388,25.82142636935575,0.0
9.62e-05,15.589222367786792,25.898064188045772,0.0
9.64e-05,15.627964934335735,25.810713148868604,24.0
9.659999999999999e-05,15.666404828784911,25.668465773787684,24.0
9.68e-05,15.704527978691363,25.52587038454145,24.0
9.7e-05,15.74233395504052,25.382929862580447,24.0
