case,index,vin_true_v,vout_true_v,iout_true_a,temperature_true_c,vin_mapped_v,vout_mapped_v,iout_mapped_a,temperature_mapped_c,vin_code,vout_code,iout_code,temperature_code,vin_q20,vout_q20,iout_q20,temperature_q20,input_code_clamped,physical_value_clamped,arithmetic_overflow
nominal_sweep,118,21.8,9.44,4.425,62.6,21.7969255447,9.44138336182,4.42600727081,62.5788002014,2940,2391,2321,1397,22855733,9900008,4641005,65618628,False,False,False
nominal_sweep,119,21.9,9.52,4.4625,63.3,21.9007196426,9.52035713196,4.46226978302,63.3039999008,2954,2411,2339,1406,22964569,9982818,4679029,66379055,False,False,False
nominal_sweep,120,22.0,9.6,4.5,64.0,21.9970989227,9.59933567047,4.50055027008,64.029299736,2967,2431,2358,1415,23065630,10065633,4719169,67139587,False,False,False
nominal_sweep,121,22.1,9.68,4.5375,64.7,22.1008930206,9.67830848694,4.53681278229,64.6739997864,2981,2451,2376,1423,23174466,10148442,4757193,67815604,False,False,False
nominal_sweep,122,22.2,9.76,4.575,65.4,22.1972723007,9.76123142242,4.57509231567,65.3992996216,2994,2472,2395,1432,23275527,10235393,4797332,68576136,False,False,False
nominal_sweep,123,22.3,9.84,4.6125,66.1,22.3010663986,9.84020423889,4.61336994171,66.1245002747,3008,2492,2414,1441,23384363,10318202,4837469,69336564,False,False,False
nominal_sweep,124,22.4,9.92,4.65,66.8,22.3974456787,9.91917800903,4.64963245392,66.769200325,3021,2512,2432,1449,23485424,10401012,4875493,70012581,False,False,False
nominal_sweep,125,22.5,10.0,4.6875,67.5,22.5012493134,9.99815559387,4.68791294098,67.4945001602,3035,2532,2451,1458,23594270,10483826,4915633,70773113,False,False,False
nominal_sweep,126,22.6,10.08,4.725,68.2,22.5976285934,10.0810785294,4.72417545319,68.2197999954,3048,2553,2469,1467,23695331,10570777,4953657,71533645,False,False,False
nominal_sweep,127,22.7,10.16,4.7625,68.9,22.701423645,10.1600522995,4.76245498657,68.8645000458,3062,2573,2488,1475,23804168,10653587,4993796,72209662,False,False,False
nominal_sweep,128,22.8,10.24,4.8,69.6,22.7978019714,10.239025116,4.80073261261,69.5896997452,3075,2593,2507,1484,23905228,10736396,5033933,72970089,False,False,False
nominal_sweep,129,22.9,10.32,4.8375,70.3,22.901597023,10.3219480515,4.83699703217,70.3149995804,3089,2614,2525,1493,24014065,10823347,5071959,73730621,False,False,False
nominal_sweep,130,23.0,10.4,4.875,71.0,22.9979763031,10.4009208679,4.8752746582,71.0403003693,3102,2634,2544,1502,24115126,10906156,5112096,74491154,False,False,False
nominal_sweep,131,23.1,10.48,4.9125,71.7,23.101770401,10.4798994064,4.91153717041,71.6850004196,3116,2654,2562,1510,24223962,10988971,5150120,75167171,False,False,False
nominal_sweep,132,23.2,10.56,4.95,72.4,23.1981496811,10.5588731766,4.94981765747,72.4103002548,3129,2674,2581,1519,24325023,11071781,5190260,75927703,False,False,False
nominal_sweep,133,23.3,10.64,4.9875,73.1,23.3019533157,10.6417951584,4.98809528351,73.1354999542,3143,2695,2600,1528,24433869,11158731,5230397,76688130,False,False,False
nominal_sweep,134,23.4,10.72,5.025,73.8,23.3983325958,10.7207689285,5.02435970306,73.7802000046,3156,2715,2618,1536,24534930,11241541,5268423,77364147,False,False,False
nominal_sweep,135,23.5,10.8,5.0625,74.5,23.5021266937,10.799741745,5.0626373291,74.5054998398,3170,2735,2637,1545,24643766,11324350,5308560,78124679,False,False,False
nominal_sweep,136,23.6,10.88,5.1,75.2,23.5985059738,10.8787202835,5.10091495514,75.230799675,3183,2755,2656,1554,24744827,11407165,5348697,78885211,False,False,False
nominal_sweep,137,23.7,10.96,5.1375,75.9,23.7023000717,10.961643219,5.13718032837,75.8754997253,3197,2776,2674,1562,24853663,11494116,5386724,79561228,False,False,False
nominal_sweep,138,23.8,11.04,5.175,76.6,23.7986793518,11.0406160355,5.17545795441,76.6007003784,3210,2796,2693,1571,24954724,11576925,5426861,80321656,False,False,False
nominal_sweep,139,23.9,11.12,5.2125,77.3,23.9024744034,11.1195898056,5.21172237396,77.3260002136,3224,2816,2711,1580,25063561,11659735,5464887,81082188,False,False,False
nominal_sweep,140,24.0,11.2,5.25,78.0,23.9988527298,11.1985626221,5.25,77.970700264,3237,2836,2730,1588,25164621,11742544,5505024,81758205,False,False,False
nominal_sweep,141,24.1,11.28,5.2875,78.7,24.1026477814,11.2814855576,5.28827762604,78.6960000992,3251,2857,2749,1597,25273458,11829495,5545161,82518737,False,False,False
nominal_sweep,142,24.2,11.36,5.325,79.4,24.1990356445,11.3604640961,5.32454204559,79.4211997986,3264,2877,2767,1606,25374528,11912310,5583187,83279164,False,False,False
nominal_sweep,143,24.3,11.44,5.3625,80.1,24.3028306961,11.4394369125,5.36281967163,80.0658998489,3278,2897,2786,1614,25483365,11995119,5623324,83955181,False,False,False
nominal_sweep,144,24.4,11.52,5.4,80.8,24.3992099762,11.5184106827,5.39908504486,80.7911996841,3291,2917,2804,1623,25584426,12077929,5661351,84715713,False,False,False
nominal_sweep,145,24.5,11.6,5.4375,81.5,24.5030040741,11.6013326645,5.4373626709,81.516500473,3305,2938,2823,1632,25693262,12164879,5701488,85476246,False,False,False
nominal_sweep,146,24.6,11.68,5.475,82.2,24.5993833542,11.6803064346,5.47564029694,82.1611995697,3318,2958,2842,1640,25794323,12247689,5741625,86152262,False,False,False
nominal_sweep,147,24.7,11.76,5.5125,82.9,24.7031774521,11.7592792511,5.51190471649,82.8864002228,3332,2978,2860,1649,25903159,12330498,5779651,86912690,False,False,False
nominal_sweep,148,24.8,11.84,5.55,83.6,24.7995567322,11.8382577896,5.55018234253,83.611700058,3345,2998,2879,1658,26004220,12413313,5819788,87673222,False,False,False
nominal_sweep,149,24.9,11.92,5.5875,84.3,24.9033508301,11.9211807251,5.58846282959,84.3369998932,3359,3019,2898,1667,26113056,12500264,5859928,88433754,False,False,False
